tadam_vbb342,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiii ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,dor mientis ,,,facte ,,,nomine ,,,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,auditatis ,,,factis ,peryzomatibus ,,,,,,a domino ,de ,paradiso ,,,collocatis ,cherubyn ,,,et ,flameo ,gladio ,,,,post ,increpationem ,eiectus ,,,,de terra ,malidicta ,,,,insudore ,uultus ,,,panem ,acquirit,,,,,,,,,,,,,
tadam_mbscgm564,,adam ,wart geschaffen auf ainem acker ze damasco und wart gesetzet ,,,,,,,,,,,,,,,,,,,,in ,das paradis davon vier wasser flissent n phison nilus ,,,eufrates ,da machet got evam von adams rippe do er slieff und gab adam allen dingen namen und weissaget von got und von der heiligen cristenhait und do adam einen  gehorsam rt das er den appfel ab da schamten sie sich das sie nakent waren und namen  für sich da wurden sie ge setzet ausz dem paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadam_abs583,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quattuor ,,flumina ,oriuntur ,translatus ,,,,,,,et ,,,femine ,de ,costa ,,dormientis ,,facte ,,,,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,,,comedendo ,,pomo ,adquieuissent ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,cheru ,,,et ,flameo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,in ,,,insudore ,uultus ,,,panem ,adquiritur ,sequitur consequenter,,,,,,,,,,,,
tadam_mbsclm314,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,nomine ,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,de ,ecclesia ,prophetasset ,,,et ,e ,de ,,comedendo ,poma ,,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus  ,,,,,,de ,paradyso ,,,collocatis ,cherubym ,,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledictus ,,,,insudore ,uultus ,sui ,,panem ,acquiritur,,,,,,,,,,,,,
tadam_bsbtheollatfol64,c ,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,inposito ,,sicut ,et ,ceteris ,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acq uieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiusunt,,,,,,,,,,,,,
tadam_fub36a,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,miti ,,de ,,comedendo ,,pomo ,serisisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradyso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_akbwettf9,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposuisset  ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,pomum ,,acquieuisset ,et ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradyso ,,,collocatis ,cherubim ,,,et ,flameo ,gladio ,,,,post ,increpationem ,proiectus ,,,,,,in ,terram maledictam ,,insudore ,uultus ,,,panem ,acquisiuit,,,,,,,,,,,,,
tadam_swltheolphil2122,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,de s ,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,,,facte ,,dormientis ,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,peryzomatibus ,,,,,,,,,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_lblcotrollxiv12,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,,paradyso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_eufdeperfca2079,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,a deo ,post increpationem ,,,,de ,paradiso ,eiectus ,collocato ,,,cherubin ,,et ,flammeo ,gladio ,,,,,,,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_vbapallat963,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,,,ecclesia ,,,,et ,christo ,,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,peryzomatibus ,,,,,,a domino ,de ,pardiso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,et ,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,aquit,,,,,,,,,,,,,
tadam_pbm305,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,nomine ,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradisso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpatione ,abiectus ,,,,de terra ,maledicta ,,,,,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_CCC83,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quattuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,uxori sue a serpente seducte ,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,para diso ,,,collocatis ,cherubim ,,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,sui ,,panem ,adquirit,,,,,,,,,,,,,
tadam_no signature yet,voluptatis  ,,,,,,,,,,,,,,,,,,,,,,,deliciarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadam_mlm4989,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,inposito ,,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,perysomatibus ,,,,,,a domino ,de ,paradyso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,aquisiuitur,,,,,,,,,,,,,
tadam_culdd812,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femina ,,,,dormientis ,facta ,de ,costa ,,,eua ,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_cmb183,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,4or ,,flumina ,oriuntur ,translatus ,cum sgyonphisontygriseufrates ,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,peryzomatibus ,,,,,,a domino ,de ,paradiso ,,,collocatis ,cherubim ,,,et ,flammeo ,gladio ,,,,post ,increpationem ,citus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,adquiritur,,,,,,,,,,,,,
tadam_gflchaa16,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,,,et ,idem ,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,factus ,,,,perizomatibus ,a deo ,,,,,de ,paradiso ,,,collocatis ,an ,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,adquiritur,,,,,,,,,,,,,
tadam_lbladd14819,,adam ,,in agro ,damasceno ,formatur ,,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femina ,de ,costa ,,dormientis ,facta ,,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditus ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradyso ,,post increpationem ,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,,,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_fbmplut1511,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,adquiritur,,,,,,,,,,,,,
tadam_pbnlat10431,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,undeiiiior ,,,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,,,,,,,,,,,,,,,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,,,,panem ,adquiritur,,,,,,,,,,,,,
tadam_mbm89,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,perisomatibus ,,,,,,a domino ,de ,paradiso ,,,collocatis ,,cherubin ,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,sui ,,panem ,acquiritur,,,,,,,,,,,,,
tadam_pba1234,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,s ,in paradisum ,noluptatis ,,,,et  ,,cum ,femine ,de ,costa ,,dormientis ,,facte ,a domino ,,,eua ,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,a domino prohibito ,acquieuisset ,pro ,disconuenientiam ,nuditatis ,sua ,,factis ,,,,,,,,,,,et ante paradisi ,post tam ,cherubyn ,,,et ,flammeo ,gladio ,collocato ,,,post ,increpationem ,accepio ,in ,maledicta ,ut ,de terra ,maledicta ,et  ,et tribulos ,germaniam ,insudore ,uultus ,sin ,panem ,monestatur mitatus anni ante ,,a,,,,,,,,,,,,
tadam_lblroy14bix,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,flumia ,,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,cherubyn ,,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_mbsclm16223,,adam ,sexta die de anno  terre formatus ,in agro ,damasceno ,,,,et ,in ,,paradisum ,,unde ,4or ,,flumina ,oriuntur ,translatus ,,,,,est ,,,,cum ,femina ,,,,,,de ,costa ,dormientis ,factem ,,nomine ,sicut ,,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophatasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio  ,paradisum ,postquam ,,,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquisiuitur requeuit,,,,,,,,,,,,,
tadam_lblhar658,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,,,,,,femine ,de ,costa ,dormientis ,formate ,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,,,,,,,,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,adquiritur,,,,,,,,,,,,,
tadam_CCC437,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposita ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,et ,,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,cherubym ,,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_chltyp216,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,,imposito ,sicut ,et ,,ceteris ,,rebus ,,,de ,christo ,quod ,,,,,,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammimeo ,gladio ,,et ,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,in ,sudore ,,,uultus ,,,panem ,adquiritur,,,,,,,,,,,,,
tadam_bun762,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_lubapel1,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,a deo ,post increpationem ,,,,de ,paradiso ,eiectus ,collocato ,,,,cherubin ,et ,flammeo ,gladio ,,,,,,,,,,de terra ,maledicta ,in ,sudore ,,,uultus ,sui ,panem ,acquirit et legitur triginta filios habuisse ,,,et ,totidem filias pater chayn et abel ,in ,ihrusalem obiit ,in ,loco calvarie aliquam diu sepultus requievit deinde in hebron translatus in terram ,de ,qua sumptus ,est ,rediit item  continues   nonam eiusdem diei de paradiso eiectus,,
tadam_whaguelf360helm,,adam ,,in agro ,damasceno ,,formatus ,,,in ,,paradisum ,,unde ,4or ,,flumina ,oriuntur ,translatus ,,,,,,,et ,,,femina ,de ,costa ,,dormientis ,facta ,,,,,eua ,nomine ,sicut ,et ,,ceteris ,imposiut ,et ,,,de ,christo ,et ,ecclesia ,cum ,,,,,,prophetasset ,et ,eue ,,,de ,comedndo ,,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_penmasson71,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,,de ,costa ,,,femine ,facte ,ipsius ,dormientis ,nomine ,eua ,imposito ,ceterisque ,,,,,rebus ,impositis nominibus ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,femine ,,de ,,comedendo ,,pomo ,acqueuisset ,,pro ,disconuenientia ,nuditatis ,sue ,statim agnite ,factis ,,perizomatibus ,de ,foliis ficus ,,,a domino ,de ,paradyso ,eiectus ,post increpationem ,collocatis ,in ,aditu ,cherubim ,cum ,,gladio ,flammeo ,et  ,,,,,,,,de terra ,maledicta ,,,,insudore ,uultus ,et labore manuum ,,panem ,acquirit ,quid ,,,,et ,toti ,potentati reliquit,,,,,,
tadam_mrmmik6365,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,translatus ,unde ,iiii ,,flumina ,oriuntur ,,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,eue ,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,adbiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,adquirit,,,,,,,,,,,,,
tadam_pfllewe202,,adam ,,in agro ,,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,oriuntur ,flumina ,,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,parizomatibus ,,,,,,a domino ,de ,paradiso ,colocatis ,,,cherubyn ,,,et ,flammeo ,gladio ,atqui ,,uersatili ,post ,increpationem ,eiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,sui ,,panem ,adquiritur ,sicut ,,,,et ,eius posteritas,,,,,,,
tadam_pbnlat14435,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femina ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,,inposito ,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradyso ,,,collocatis ,cherubyn ,,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,,uultus ,,,panem ,adquiritur,,,,,,,,,,,,,
tadam_bwaw796,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,iiii ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradyso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,sui ,,panem ,adquiritur,,,,,,,,,,,,,
tadam_nblmar26,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradyso ,,,collocatis ,,,cherubim ,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur,,,,,,,,,,,,,
tadam_vbavatlat3782,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,s ,in paradisum ,uoluptatis ,deliciach ,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,a domino ,,,eua ,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,a domino prohibito ,acquieuisset ,pro ,disconuenientiam ,nuditatis ,sue ,,factis ,sibi ,perizomatibus ,de ,folus suum ,de ,paradiso cum ea ,a domino ,est ,eictus ,eiectus ,et ante paradisi ,postquam ,,,cherubin ,cum ,flammeo ,gladio ,collocatis ,,,post ,increpationem ,accepit ,in ,maledictos ,ut ,de terra ,maledicta ,ei  ,et tribulos ,germinante ,insudore ,uultus ,siu ,panem ,quo ,uestata aquirat,,,,,,,,,,,,,
